Atmospheric Density,Surface Temperature,Gravity,Water Content,Mineral Abundance,Orbital Period,Proximity to Star,Magnetic Field Strength,Radiation Levels,Atmospheric Composition Index
1.7339168,-1.5896767,-0.23798773,-0.65149087,-1.5959238,-1.5106971,0.62873167,Category_12,Category_7,0.39085358
0.54575986,2.947306,-2.2439578,-0.20190343,-1.4500586,-1.2808946,-0.32281232,Category_13,Category_13,0.5120089
-0.9548752,-3.0254974,-0.9474578,0.39180502,1.3333654,-0.29625085,-0.87307405,Category_10,Category_9,2.2275248
0.07990966,-1.1192415,-3.0439978,-1.0208738,2.6411865,-0.66198856,-0.5041818,Category_10,Category_10,1.4831568
-2.0261586,2.662517,1.9131292,-2.2593837,0.8345539,0.48278463,0.71471936,Category_8,Category_10,-1.9648097
-1.5905164,-1.9176083,2.7365155,-2.2097971,-1.6615504,0.47620094,0.317976,Category_9,Category_11,-0.3801465
-1.2953844,-0.8277418,-0.95380807,-1.6503469,2.3412507,0.054241713,0.8524319,Category_7,Category_9,1.3878726
0.5665912,3.130857,-1.0745609,1.0111638,0.35610467,0.8347943,0.038384702,Category_10,Category_8,1.7732663
-1.04936,1.6485336,-3.3874013,0.77388465,1.0781016,0.12078899,-0.6054254,Category_9,Category_12,1.1267828
-0.7089968,-1.100685,-1.1683108,0.2872547,2.5320048,-1.0581255,1.1744293,Category_7,Category_8,0.51940465
2.4309292,-0.37243187,0.17299609,2.2170513,2.6993353,-2.0093634,1.3563933,Category_5,Category_5,0.9079919
-2.6520522,-0.9554382,-0.91014755,2.153689,-0.3482526,0.8508349,2.2851279,Category_10,Category_10,0.22340846
-2.4625661,-1.6077281,0.86190283,-2.0267253,0.7181063,-0.06514788,0.48929647,Category_7,Category_10,0.16871998
-2.1367877,0.77023584,-0.4600673,-1.2623336,1.7936791,-2.185759,-0.016144006,Category_8,Category_7,1.2847922
1.8269324,-1.0262724,1.0886357,0.64378214,2.6457112,3.1579838,2.811451,Category_11,Category_6,0.36166042
-1.0916624,-1.3235662,-3.2791882,-1.0357822,-0.44912735,-1.0012228,-0.3328643,Category_11,Category_10,-0.8145064
-1.4898187,1.3339006,-0.34690586,1.7295132,0.6230249,-1.4857489,-0.22923917,Category_9,Category_6,-0.6475875
-3.3494003,-0.6871873,-0.41577825,1.0553315,-2.9010344,-0.8783623,-0.12317154,Category_9,Category_7,-0.015799351
-3.3005216,-1.2656937,-0.055209458,0.24356934,-1.5586183,-1.7871113,1.3525133,Category_7,Category_7,0.46696654
0.96201754,-2.1266136,3.0504196,-1.7416955,0.07763158,-0.06328949,-0.36334696,Category_4,Category_7,1.7417861
-0.29823813,2.4814653,-0.9938848,1.4515619,1.3444952,0.5896206,-0.8409217,Category_9,Category_8,1.8566425
-0.37956357,-1.5667514,-1.0212811,-2.6583037,0.25988314,-0.31152666,-1.7100391,Category_12,Category_7,1.1667285
1.110598,3.020451,-2.7145746,1.6028248,0.8279877,0.25476414,-2.6410851,Category_12,Category_9,0.07800999
3.8079512,-1.158887,-0.7091491,0.07386236,-2.3884025,-1.4128675,-0.4305306,Category_4,Category_7,-0.42258
-1.0873933,2.739767,-0.78112775,-1.2918247,-0.53212345,0.38935846,2.6924143,Category_14,Category_6,-0.4906001
-1.6501878,2.3696587,0.68644637,-1.8763447,1.901218,-0.61931765,-0.45161808,Category_11,Category_10,-0.26755223
2.7321725,-0.27348533,-1.3987224,2.8926518,1.6754589,-1.9184444,-0.049778353,Category_5,Category_9,-2.0992348
-1.075241,2.0806694,-0.65241206,1.48262,-0.14976352,-1.5989072,-0.19111128,Category_7,Category_9,1.2750361
-3.1992211,-1.8622236,0.5952379,-0.3270667,-0.22283286,-1.9425304,2.6155257,Category_6,Category_9,0.49397257
-0.2525831,1.6314754,0.8824096,0.7801174,0.7478434,0.15564835,0.33226323,Category_5,Category_9,-1.0173494
-4.0662603,-1.7655054,0.19365087,0.22998612,-1.4323784,0.2805294,0.8292823,Category_8,Category_11,-0.16145167
1.2824725,-3.003853,-2.88031,-0.6587675,-0.18796234,0.61835414,-1.2365915,Category_11,Category_8,-1.7978684
0.016021844,1.6924065,-2.7505991,2.0469668,1.3138676,-0.6052764,-2.1225364,Category_13,Category_14,-2.221257
1.1352773,3.2951968,1.2141825,-3.3409786,0.8202263,-0.94461364,0.08387543,Category_8,Category_10,-1.2762463
-0.7080713,-2.0840766,-1.3214417,-1.1700295,-1.3826516,-1.167648,-1.2596755,Category_13,Category_7,0.21354188
-3.3571043,-1.8726702,-0.24481644,1.1353441,-2.2606065,0.11772021,-0.7825484,Category_8,Category_8,-0.094015546
0.18708779,2.4342337,-2.3669891,-0.7729922,2.2765996,-1.0997663,-0.96168,Category_12,Category_12,0.5784389
-2.3876653,2.5103276,-0.52114403,-1.1831887,-1.3563617,1.3191526,1.9230437,Category_10,Category_8,-0.28034595
-2.4882066,-0.043944664,-0.15450124,-0.8949009,0.57296854,2.3362668,2.3323774,Category_6,Category_9,-0.611912
1.64291,1.9859511,-0.35400182,3.8821259,-1.8498758,1.6155779,-1.8594967,Category_12,Category_9,-0.071762286
-2.0694613,1.736129,-0.7635268,-0.48486114,-0.7524003,0.46254835,2.377466,Category_12,Category_6,-0.9294925
-0.7112525,-2.1484811,1.9960287,1.296401,2.9685552,1.6633694,1.5666806,Category_10,Category_8,1.1979398
0.477289,3.912695,-1.1147761,1.3644272,0.5930844,0.98294556,-0.51813483,Category_11,Category_11,2.477606
1.1014748,-2.7884142,-2.7742624,0.06266415,-1.1488696,-1.4052886,0.7595697,Category_11,Category_11,-2.8559527
3.1839733,-0.51393163,-2.9003615,2.485309,-1.5659521,1.1347197,2.387826,Category_8,Category_11,-0.8053318
0.9285007,-1.159613,-1.8176675,-2.2382913,3.0801938,1.4267288,-1.0607461,Category_7,Category_8,0.9115443
3.0350711,-2.064819,-3.0657215,1.0962996,-0.51482004,-0.32372802,2.3875022,Category_9,Category_14,-1.6552976
-1.02212,-0.49669105,1.8460225,-1.0300224,-0.07994661,0.5068364,-1.5972434,Category_6,Category_6,-0.46487606
-1.5593739,2.6411316,-2.124496,-0.4941843,0.6527296,0.026404351,-0.35834497,Category_10,Category_7,-0.116678
4.0754814,-1.4107662,-1.7985426,2.1070588,-1.5281954,0.70800376,0.21056706,Category_6,Category_7,-0.88662195
2.1653593,1.6737735,0.644395,1.218063,0.72887516,-0.90424514,-2.7795892,Category_11,Category_14,0.032202847
-3.103438,0.44260585,0.08548232,0.45583385,0.49800926,-1.336932,-0.44465178,Category_8,Category_10,0.7174171
-2.0251603,-0.21537781,-1.1915481,0.039580017,0.18408324,-2.3270612,1.4052248,Category_8,Category_7,1.583405
2.5905094,-2.7176635,-3.4690623,-0.5850556,0.7390872,-0.5835083,-1.1157894,Category_8,Category_6,-1.3482416
0.9408342,-0.8605588,2.4650705,3.100328,1.263197,2.2800047,0.17951368,Category_14,Category_4,-0.37409616
-1.9937739,-0.42165667,-2.7962546,0.8208664,-0.41181678,-0.749568,0.8037803,Category_9,Category_10,0.2224288
2.130168,-1.8375078,-3.8023562,-1.4189081,0.06087799,-2.20971,1.5698777,Category_9,Category_12,-2.4286427
-0.1502069,1.910242,-0.038831912,0.82706946,0.01872621,-0.1573815,-2.0201552,Category_11,Category_9,1.5789852
1.3912445,2.1000915,-1.4336294,1.084365,2.426332,0.8544463,-1.6443899,Category_8,Category_12,0.89563805
-1.1289625,-0.6108349,0.21123753,-2.1843448,-0.9871191,-1.9163318,-0.5723563,Category_10,Category_6,0.07482512
0.4667624,-1.3677416,1.1903188,0.81634015,0.48694846,1.8138591,0.7293086,Category_15,Category_2,-1.3332363
-1.8720189,-1.7343013,1.4287394,-0.47100002,0.47175583,1.6586735,-0.64135885,Category_9,Category_8,0.087293684
-3.5971224,-0.9263621,-0.20038816,0.6801026,-2.4447694,-0.7685245,0.7354784,Category_9,Category_8,-0.078613564
0.70557255,-0.06405058,-2.6277819,-0.9960679,-0.24388537,-2.1078434,-1.4075485,Category_7,Category_6,-0.27912718
-1.6008025,0.679727,-2.197908,-1.4766897,1.2648144,-1.1361665,1.6511654,Category_9,Category_10,3.0919976
-2.2344027,0.9762558,-2.710638,-1.3520921,0.9020598,-0.1054437,2.9284463,Category_10,Category_10,2.7026477
-2.8173656,1.5989649,-0.74184126,-1.8569939,0.6372084,-2.000048,0.80354834,Category_7,Category_12,0.7374977
-1.7248905,1.3196018,-0.3956354,0.83340335,1.4584953,-0.9562052,-2.1777127,Category_8,Category_9,1.3019856
1.8964566,-0.31166407,2.2837687,2.5611448,1.4393167,1.7865604,-1.1926366,Category_16,Category_8,-1.5840948
-0.93544835,1.1386012,-0.7023837,1.7817041,-1.617203,-0.2539088,-1.5844274,Category_7,Category_8,1.172002
-0.6136614,1.4496386,-0.23038903,2.8316107,-1.5360253,-0.36573333,-0.84983844,Category_11,Category_7,-0.67603004
0.17293766,-1.7198495,0.64413035,-0.6578412,0.4144533,-0.09425963,0.32256866,Category_16,Category_7,0.28388754
1.0166883,-0.22507255,-2.455028,-3.5058131,-0.47887093,0.22548838,-0.30935073,Category_7,Category_8,1.0074204
-2.709963,1.6136811,-0.90214187,-0.6666748,-0.31724593,-1.0476109,-0.27024174,Category_6,Category_9,0.30338046
-0.8899565,-1.6773875,-3.4987202,0.3874991,-0.79550886,-1.4823246,-0.502028,Category_11,Category_9,-1.5917181
-1.120566,0.1754843,1.4291115,0.35788754,-2.2556996,-0.6227265,-0.089548565,Category_10,Category_11,-1.8600149
-1.1639622,2.572152,-0.71334046,0.14997873,1.5876529,-1.4371096,-1.5886135,Category_7,Category_8,0.8947072
-0.56992406,0.059269946,-1.2241585,3.1117811,0.31963322,1.1487986,0.22934864,Category_9,Category_12,0.20795274
-3.6408591,-2.7482383,0.59081906,0.5274872,-1.1735668,0.5895473,0.27810556,Category_8,Category_11,-0.2690652
1.3455718,2.9687536,-1.5058454,1.7400732,-1.275178,0.7566403,-1.060143,Category_11,Category_14,-0.18158291
-2.397436,-0.85670435,0.08014226,0.09959326,-2.4943876,0.32361537,-2.25827,Category_12,Category_10,-0.50985646
-0.9770726,-1.0278533,-2.1716962,-2.734726,0.8136835,0.07772304,0.223721,Category_9,Category_7,1.4702063
1.4983412,-1.6020548,-0.9854269,2.8714595,-3.5437047,1.3820666,0.004409778,Category_9,Category_7,0.70357716
0.34864578,-0.3998238,-1.2041749,2.741308,0.23088107,-1.7252,-0.58573914,Category_5,Category_8,-2.3548505
-0.43561742,2.027099,-3.47665,0.19786021,-0.36310127,-0.79692537,-0.7806214,Category_13,Category_11,1.0437236
-0.68058574,0.39415276,-1.2568529,-1.7811463,1.8295203,1.762029,-0.0051380172,Category_6,Category_10,0.81003916
1.2938673,2.6285229,-1.7199244,2.5065799,1.7419891,1.639852,-3.3620467,Category_14,Category_13,-0.37114197
1.7935958,-0.041478857,2.599843,-3.395879,-0.34259,-0.8881115,-0.37512854,Category_14,Category_9,0.338209
-0.6936184,1.1440701,2.872981,0.517506,2.1788688,-0.014806099,0.35511106,Category_9,Category_9,-0.8672162
1.7292699,2.2461245,-2.4238794,0.75614345,-1.981755,-0.8134579,-0.4204675,Category_7,Category_12,-0.8043308
0.009764515,-4.644307,0.5480573,1.7651119,1.0843109,0.26272318,0.62602645,Category_9,Category_10,2.0719955
0.23395856,3.4203858,-1.5954092,-1.2413862,0.0054250285,-0.43730688,-1.2346679,Category_10,Category_10,1.5936515
4.4183054,-0.73672575,-1.7029057,0.7480783,-1.164339,0.6725492,0.27839237,Category_7,Category_7,-1.0029058
-3.2925775,-1.1675614,-0.008259654,1.0246447,-1.9894729,-1.4742527,0.48831165,Category_8,Category_8,0.3757027
1.2346097,-1.2512064,-0.7951507,-0.023114145,-1.0492806,-0.79670405,-1.4425316,Category_10,Category_5,-0.6188089
-2.4235108,0.069658995,-0.4682854,-0.52679116,-1.2110063,-0.73729634,1.4475143,Category_13,Category_8,-0.69952595
-1.9063437,-2.7638779,1.7865489,-0.1705476,0.6836144,2.1046429,-3.076729,Category_11,Category_13,0.60427237
-1.4152633,0.50117254,1.5855279,1.5811787,1.3129033,-3.146323,0.37271497,Category_9,Category_7,0.6457938
1.6395733,-1.5849459,-3.026629,-0.9341829,-1.0241377,0.7577483,-1.7755688,Category_8,Category_8,-0.98554265
-2.0611448,-1.3897787,0.5890964,-1.7108741,0.14115846,0.32618612,-0.57666963,Category_5,Category_9,0.7103532
-3.731261,-1.9885888,0.061599962,0.43860966,-1.2475305,-0.7207033,1.0007534,Category_7,Category_9,0.380678
1.0873709,-1.1415586,0.26584733,-2.276538,1.9785845,-3.3257449,0.64109904,Category_8,Category_6,0.51153547
2.7941291,-3.7133925,-1.6042582,-2.2985182,0.20935144,-1.9147123,0.5737564,Category_12,Category_8,-0.45998037
0.18232074,0.1907814,-1.6734557,-2.3682523,0.78196657,-2.7345533,2.1646297,Category_8,Category_10,0.7933881
1.526983,-1.2855343,3.272405,0.2788916,-2.4680874,-2.0790381,-1.1471308,Category_14,Category_10,-0.14280578
1.6814955,-2.4476285,-0.30204725,-3.9865596,1.6539942,0.36892083,-1.576726,Category_14,Category_8,0.35019094
0.4460017,-1.3573678,-3.532244,-0.4664979,0.3798024,-1.761597,0.25178093,Category_7,Category_7,-0.5966835
-2.1190126,-1.4101821,1.2592063,1.4079331,-2.0489995,0.57248586,-1.1483397,Category_11,Category_10,-0.46242413
-1.3038375,1.8786958,-0.32224733,-0.50730115,1.085995,-0.3185559,-0.79943174,Category_9,Category_7,0.65318215
-0.9306479,0.3745999,-0.7341157,2.5917711,0.7579095,0.817239,-0.07631679,Category_8,Category_14,1.5011488
-0.4089072,0.53722906,-1.7786785,-1.6347955,3.3592985,0.3674328,3.256099,Category_9,Category_8,0.7502397
-1.9535133,1.2428739,-1.0518403,0.5542758,0.9310802,0.17635185,2.4088645,Category_12,Category_7,1.5309851
4.161957,-0.7067136,0.5946002,-0.5289977,0.8225905,-2.53147,0.5572072,Category_9,Category_8,-0.5724465
1.5366993,2.627686,0.4702448,2.9633696,-0.38941884,1.3744032,-2.2085226,Category_14,Category_8,1.1873276
-1.519324,1.3651793,-0.04998006,0.109545186,1.2951049,-0.90110624,-1.2533214,Category_10,Category_9,1.768059
-3.7800205,-1.3204132,-0.23768787,0.41184592,-1.8260733,-0.28852352,0.85951537,Category_8,Category_9,0.107465915
-0.70467144,2.7279432,-1.1787484,0.40320778,0.985825,-1.1535217,0.02554591,Category_6,Category_10,2.4438937
-1.4545609,3.1092145,-1.3347747,-2.1044037,0.26731715,1.4742156,2.4953423,Category_13,Category_7,1.2303361
-1.0633845,2.5973468,-1.0122683,-0.4491157,-1.801686,0.36412638,1.2261074,Category_12,Category_5,-0.047129855
-2.462163,-0.59153855,0.8698437,2.09706,-1.7406023,0.3101494,-1.6494967,Category_10,Category_9,-0.28822532
-0.22094133,0.01972735,-3.3535435,1.0620726,-2.4645169,0.6078671,0.01428613,Category_10,Category_8,-1.3364614
-0.6533063,-3.2961047,-0.26692846,1.6484101,0.6847976,1.1621407,1.4160126,Category_10,Category_9,0.7247035
5.4126663,0.96724135,5.098534,0.6720113,0.088523716,-0.39652917,1.4714026,Category_11,Category_11,0.83597654
0.799024,2.8509762,-1.7072111,0.99851316,0.65890807,0.29178396,-1.8097087,Category_9,Category_6,1.3101002
-3.603778,-2.4312677,0.5315479,0.7870423,-1.6517535,-0.23192626,0.4296565,Category_8,Category_11,-0.20836598
0.53790015,-0.8083901,2.5283222,-0.6397021,-0.20571336,0.4821865,-1.4100288,Category_6,Category_7,-1.1454687
2.304634,-0.85490435,-0.8633373,1.3907175,-0.08493519,-2.391115,-0.10891096,Category_8,Category_8,-2.127781
1.8099463,-5.4067907,-1.5827729,-0.56211543,2.314701,1.2617154,0.42157212,Category_10,Category_10,0.5847401
-0.5475328,-2.001624,-1.6975197,-3.0311253,0.5093019,0.5583035,1.0440694,Category_14,Category_7,0.57030106
-1.8487866,1.7494352,0.4349006,0.12942353,-0.2418132,-0.43380868,0.3057026,Category_10,Category_8,-0.056262404
1.4456539,0.4929282,-1.2663634,3.538931,1.1143287,-1.464621,-0.119112745,Category_8,Category_11,-2.2885258
0.72366667,-0.63413566,4.1729198,2.051443,0.86217284,0.8732567,-0.14560892,Category_10,Category_4,0.708721
-3.4324658,-1.3513016,-0.31181473,0.22371599,-2.0052595,-1.43184,1.0916288,Category_8,Category_8,0.8302952
-0.29985744,2.741871,-2.9839602,0.38080168,1.6489115,-0.20443961,-1.0610086,Category_9,Category_10,2.215008
-3.472599,-0.8256609,-0.10935403,0.25594503,-1.9161181,-1.0001124,1.4351501,Category_8,Category_7,0.007368792
-1.7014248,-1.2457964,-2.4303107,-0.65577745,-0.7088075,-2.4190543,-0.68221223,Category_12,Category_8,0.076262
-0.39864847,0.20811003,1.0148771,-1.2139018,-0.25823104,-3.2579517,-1.834922,Category_10,Category_9,0.2530958
-1.2766314,-0.21941487,-0.85802686,-2.2942955,-1.3444434,-1.4254097,-0.77093434,Category_9,Category_7,1.7460754
2.959866,0.206923,-1.7668507,0.61263764,-1.3651645,-0.2533668,-1.4099197,Category_6,Category_7,-1.0946426
-2.3228767,-1.3444227,-0.38892755,-0.7726587,-0.99522525,-1.8940781,0.6127143,Category_11,Category_8,0.14442535
1.3078637,2.7410352,-2.2255914,-1.2023273,0.9035096,0.9995407,1.6071514,Category_9,Category_9,0.01424624
-0.20835133,-0.63942647,-3.0448449,-1.051873,0.6201571,-2.593209,1.0632129,Category_12,Category_8,-0.5329809
-0.82834333,-2.71782,-0.080709204,-1.8220682,-0.7573016,-1.9742479,1.5352932,Category_13,Category_7,0.30501986
-0.7291132,2.1146612,0.19101113,-0.35379618,-0.8222483,1.6941465,2.0949244,Category_10,Category_5,-1.7694718
-1.0717758,0.80953366,0.019510537,1.9387376,-0.1618009,-1.9876136,-0.061784204,Category_9,Category_6,-0.77065104
-0.48256952,0.16552189,-0.93385327,-0.47799757,1.6198975,-2.9305413,0.6183387,Category_7,Category_8,1.4831289
3.5299182,-1.5861468,-3.6955132,-0.3473435,-3.2486994,3.7352872,0.1256286,Category_6,Category_7,0.78210384
-3.6828494,-0.8622032,-0.103779696,0.1956732,-1.4684893,-0.90709835,1.6222302,Category_8,Category_8,0.20634447
-0.6951787,2.0184374,-2.126465,0.43143034,0.293452,-0.83993155,-1.8198007,Category_9,Category_9,0.04098475
3.538131,0.020887261,-2.9234903,0.71389186,-1.3384714,1.2947391,0.8672774,Category_7,Category_11,-0.8419105
-0.48044863,-1.0440165,-0.7235285,1.5992756,1.0246052,-2.571106,-0.8762375,Category_7,Category_7,-1.0333407
-0.9318588,1.7806139,0.43118986,0.35053965,0.36650497,0.82146645,-0.16759321,Category_4,Category_8,1.5514195
-1.9863888,-0.9915997,-1.5510488,-0.7934794,0.5188416,0.16682988,-0.117729984,Category_7,Category_8,1.058708
-3.2285995,-0.4099922,-0.74509764,-0.73592114,-0.99864405,-2.0511637,1.5909992,Category_8,Category_8,1.3676562
0.04914777,-2.3659842,0.017559499,1.524195,2.2622979,0.82315826,0.9981234,Category_8,Category_10,2.1629686
-3.197697,-1.0441376,0.33578724,-1.1472782,-0.9117077,-1.6949352,0.84907454,Category_6,Category_9,-0.05641471
-0.32115647,2.1728399,-2.6283445,0.22422023,1.1756016,-0.49662,-1.2932627,Category_10,Category_10,1.4741353
-0.25838327,-0.3665638,2.1552813,-2.3457427,-1.2990227,-0.2845794,-1.3946835,Category_4,Category_7,-0.49614805
-0.6954916,2.7949429,-2.571426,-0.5884422,1.4552556,0.064647585,-0.100570984,Category_8,Category_6,0.8419018
-2.8935497,0.7432756,0.5247735,-0.5986931,-0.64560753,2.1814017,1.1266105,Category_8,Category_8,-0.81853867
-1.733823,-1.2539402,-3.119388,-0.33020243,-0.35284185,0.15220916,-1.2732348,Category_11,Category_10,-0.5167949
0.8703755,1.308825,-2.83537,2.2310455,-3.9681146,0.6129891,-0.074322924,Category_10,Category_13,-0.58755416
-1.4627498,0.08479349,2.1021948,-2.2579226,1.4561636,1.0250068,-0.10676493,Category_6,Category_9,-0.9428299
4.424156,-1.5483257,-0.5769429,-1.4625728,-3.479359,1.3650451,0.051549174,Category_3,Category_10,1.3017855
-3.491469,-1.0019101,-0.2182483,0.9498467,-2.3411348,-1.0469955,0.086389616,Category_8,Category_8,0.31826872
0.47356296,-2.4941032,-3.8725438,-1.7773302,1.3302946,0.078641206,-1.0992329,Category_11,Category_10,-1.0682724
5.7414384,0.04809296,-1.541112,0.89517456,-2.3097835,1.4824944,4.276791,Category_7,Category_15,0.83850193
-1.272308,2.5749059,0.32604384,-0.24794117,0.97560006,-1.1973437,-2.534423,Category_11,Category_9,-0.17355478
0.043012016,-1.2763866,2.3521638,1.2953937,0.14991695,-2.8830938,-0.22489999,Category_11,Category_10,0.59014684
-3.8093424,-1.3997297,-0.07549472,0.9505642,-2.222594,0.3798716,-0.3741005,Category_8,Category_10,-0.18017036
1.6486661,-1.5475937,-3.0140998,1.7501124,-3.3240397,2.3029163,-0.20889898,Category_8,Category_7,-0.4423881
0.54289687,0.43255147,-1.6304564,1.3582383,1.5647607,0.70285845,2.4631257,Category_15,Category_6,0.41967726
1.3964171,1.0532652,-1.3365043,-1.658081,-1.5854526,-1.4395022,-1.6560125,Category_10,Category_13,-0.9873871
2.01085,-2.6528664,-2.153336,1.1284223,3.4918025,-1.2885927,0.7551883,Category_7,Category_10,-0.97972614
1.0847665,2.0272949,-1.3040929,3.649913,-2.089053,0.75783503,-2.0372493,Category_10,Category_11,-0.8547218
0.73275805,3.2099426,-2.6558156,0.89371157,2.7837534,0.8197493,-2.2595434,Category_11,Category_9,0.4581861
-3.404548,-1.8452649,0.028760418,1.0826719,-0.85596627,1.7111939,-1.5965323,Category_10,Category_10,0.66619325
-3.7804878,-1.7521557,0.20390269,1.1586077,-1.9225311,-0.40413404,0.1515559,Category_8,Category_10,-0.06757222
1.4029573,0.6225648,0.13589329,-1.5338955,-0.28946197,-0.62591463,-0.34274244,Category_9,Category_10,0.6557371
-0.5473635,2.226499,-0.56502014,-0.9620634,0.10027413,-1.9043489,-2.1118906,Category_10,Category_7,-0.5623458
-1.6455023,0.17599064,0.16181539,0.7099035,0.06459704,-1.3904525,0.60501105,Category_11,Category_9,-0.13979517
1.163357,1.123769,-0.09266898,4.157384,-1.5085226,0.43327457,1.723483,Category_13,Category_8,0.056744166
5.8889794,-2.1191354,0.62334305,-2.006527,-0.16893806,-1.2197185,0.45851755,Category_10,Category_12,-0.43253294
1.3441807,1.0993091,-0.39777616,1.7887709,-0.85532385,0.9965691,0.34088057,Category_13,Category_8,-0.024010085
-0.28269154,4.119845,-0.33708984,0.15216573,1.7166003,0.4607592,0.5152496,Category_7,Category_10,2.20573
-0.4179035,0.7698774,1.4898095,2.9191933,-0.65911543,1.1268114,-2.0626376,Category_11,Category_6,0.848693
0.9014055,0.56823945,0.8221662,2.392281,0.17360932,-2.1845472,0.6318197,Category_7,Category_6,-1.8576491
3.30952,-1.4460088,0.99105406,2.749065,0.42194498,0.74370694,1.5959333,Category_16,Category_5,-0.1639795
-0.6683329,2.6858706,-1.3044981,-0.8352429,-0.4650524,-1.738761,-0.6963465,Category_13,Category_10,0.7298417
-3.1913252,-0.27368575,-0.7728888,0.93266284,-2.6167555,-1.2394204,-0.28184092,Category_9,Category_6,0.656933
-2.557498,2.2320929,0.38492644,-1.5793554,-1.2237623,0.5033823,2.2088425,Category_10,Category_8,-0.57678735
-1.308872,2.3802063,-2.267497,-0.5260994,1.4293768,-0.81621635,-0.7521041,Category_9,Category_10,1.8485789
0.60130537,3.088733,2.7040935,0.84537584,1.0210036,-0.6533034,0.3466979,Category_6,Category_6,-1.7942077
2.42817,-1.7218447,-2.207582,1.2153469,-2.545647,1.1614416,0.29033592,Category_7,Category_6,-0.24960017
4.7204947,-1.4272183,-2.9959435,1.6457939,-2.1301873,2.4682102,0.13957304,Category_10,Category_7,-0.75967747
-0.031462677,-3.2388258,-4.1213956,0.21409905,0.016252749,-0.15502389,0.75657415,Category_12,Category_11,-1.9091899
-1.4729936,-1.2752255,-2.7192514,0.82811785,0.70574313,0.72011524,-0.16844329,Category_10,Category_11,-0.41923898
-0.9545739,-4.3057714,-1.9764953,1.7178988,1.4754058,0.98748463,1.4442393,Category_10,Category_12,0.54657775
0.026242353,-0.23917025,2.646379,1.4505446,1.4303542,0.62526625,-0.7160848,Category_14,Category_4,-0.00599093
-1.0939504,-2.6675053,0.6207759,-1.5583313,-0.6679394,-1.5060309,1.9264708,Category_14,Category_7,-0.39078152
-3.7115073,-2.0271833,0.66057235,0.2785102,-1.0802717,-0.8419446,1.5851982,Category_7,Category_10,-0.2868093
-1.3030605,-1.1935495,2.7287755,0.5307914,1.0600183,-1.7912831,-0.28904617,Category_12,Category_11,1.0941112
4.6311493,-0.89871323,-0.4079143,-0.2912886,-1.8482552,-0.02188573,-0.45200053,Category_5,Category_7,-0.37285453
1.5388602,-0.6363308,-3.0556126,-2.0190089,1.3758501,-0.5096262,-2.5529778,Category_4,Category_8,-0.40828797
-1.6169482,2.7699454,0.02334264,-0.22603768,-0.9908525,1.5804075,1.8567119,Category_10,Category_7,-1.6304442
-2.9160762,0.14244342,0.1837439,-0.9561688,-0.30732,2.5146246,1.3821719,Category_8,Category_10,-0.60938835
1.2459784,2.6821473,-2.544517,-0.3215869,-0.33797675,0.37375847,-1.5009809,Category_13,Category_11,1.4786017
0.32709557,0.19206472,0.9766395,2.2682958,1.3256352,-0.009285636,0.39903283,Category_14,Category_8,-0.5542848
2.1303558,0.31505832,-0.640923,3.3431425,0.32466537,-0.9801565,1.1693985,Category_9,Category_13,-1.646275
-2.5454001,1.678098,-0.6763011,-0.28597233,-0.9365847,-0.4679313,1.7029663,Category_11,Category_6,-0.6528107
-2.8295844,0.3879615,-0.2038016,0.11983795,-2.052822,0.13610718,0.0874702,Category_11,Category_6,-0.64579546
-2.2787986,0.5747448,-0.15965934,0.56409025,1.0320898,2.0936022,1.5332766,Category_10,Category_6,-0.46693227
-1.253352,-2.5014281,-0.88589,-0.34962797,-0.09053506,-1.1338512,-0.39462394,Category_9,Category_8,1.2797892
-0.26820946,-1.8458631,0.5533237,0.8293469,1.1146076,-2.8717835,0.012008327,Category_9,Category_9,-0.41913486
-0.5974149,-2.058329,-1.0156403,-1.7294238,0.63213825,0.043131545,-1.1364251,Category_8,Category_8,1.8757771
-2.5311317,-0.63154787,-0.76443434,-0.09054525,-0.81476396,-0.9108714,-1.2698715,Category_8,Category_10,0.74690086
-0.7989808,2.5922651,1.0034655,0.01765875,-0.61650544,-1.0070467,-0.36191177,Category_8,Category_4,-1.0172964
0.9526233,0.47294942,-1.3184537,3.253131,-0.21942133,-1.0240622,0.19770782,Category_8,Category_11,-2.0776277
-0.7582433,-1.414499,1.8914006,-0.97804177,0.52499604,1.6805607,-0.7779162,Category_8,Category_5,0.5962194
0.5397667,1.5981824,-0.047420785,3.5553634,-1.9452617,2.0688486,-0.8631907,Category_11,Category_10,0.2509786
-3.5712488,-0.5411727,-0.6138326,0.20560168,-2.039013,-1.2080891,0.9101225,Category_8,Category_7,0.81407905
0.06218978,-0.10084414,2.8456745,3.4598427,1.621822,1.1793197,0.9600007,Category_14,Category_8,0.5632914
-1.1359801,-1.0809534,0.13272278,-0.7790156,1.6048785,0.7870259,1.291386,Category_7,Category_5,-0.03191483
0.5262511,-1.5366867,-1.2318347,1.1898632,-0.5951057,-0.21561341,3.0631764,Category_12,Category_7,1.043923
-0.9999937,-2.3015504,-3.5002494,-1.3735685,0.58422834,-0.8077285,-1.2115594,Category_12,Category_10,0.04890114
0.9061142,2.4615178,-3.0332084,0.80542254,0.60593456,0.18883625,-1.6267291,Category_11,Category_9,1.0135461
